action_taken,derived_race,derived_ethnicity,applicant_sex,applicant_age,income,debt_to_income_ratio,applicant_credit_score_type,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,loan_type,loan_purpose,lien_status,property_value,occupancy_type,tract_minority_population_percent,aus-1,denial_reason-1
1,Black or African American,Not Hispanic or Latino,2,25-34,114.0,30%-<36%,2,325000.0,95.628,6.5,0.059,2,1,1,335000,1,25.14,1,10
1,White,Joint,2,45-54,208.0,49,9,365000.0,90.0,8.125,0.714,1,1,1,405000,1,34.55,1,10
1,White,Hispanic or Latino,2,25-34,180.0,30%-<36%,9,485000.0,94.406,6.99,0.609,2,1,1,505000,1,34.99,1,10
1,Black or African American,Not Hispanic or Latino,1,35-44,346.0,20%-<30%,1,715000.0,95.0,7.5,0.386,1,1,1,745000,1,34.93,2,10
1,White,Not Hispanic or Latino,1,45-54,169.0,30%-<36%,2,405000.0,66.942,7.875,0.106,1,1,1,605000,1,13.87,2,10
1,Black or African American,Not Hispanic or Latino,2,65-74,103.0,50%-60%,3,425000.0,96.5,6.75,0.402,2,1,1,435000,1,29.72,1,10
1,White,Not Hispanic or Latino,2,25-34,207.0,40,9,455000.0,83.636,7.125,0.238,1,1,1,555000,1,27.18,2,10
1,White,Not Hispanic or Latino,1,45-54,180.0,30%-<36%,1,295000.0,90.625,7.125,0.896,2,1,1,325000,1,47.96,1,10
1,White,Not Hispanic or Latino,1,65-74,112.0,30%-<36%,3,305000.0,80.0,7.125,-0.167,1,1,1,385000,1,29.37,2,10
1,White,Joint,1,35-44,207.0,30%-<36%,9,485000.0,80.0,7.125,-0.114,1,1,1,605000,1,25.21,2,10
1,White,Not Hispanic or Latino,1,35-44,265.0,43,1,665000.0,80.0,7.125,0.153,1,1,1,835000,1,25.57,2,10
1,White,Hispanic or Latino,1,35-44,83.0,45,9,325000.0,80.0,6.5,-0.169,1,1,1,405000,1,37.64,2,10
1,White,Not Hispanic or Latino,1,<25,117.0,38,1,375000.0,95.0,7.125,0.448,1,1,1,395000,1,48.78,1,10
3,White,Not Hispanic or Latino,1,25-34,110.0,50%-60%,3,195000.0,75.0,,,1,1,1,265000,3,86.57,2,1
3,White,Not Hispanic or Latino,1,35-44,124.0,49,2,285000.0,84.926,,,1,1,1,345000,3,86.57,1,4
1,Black or African American,Not Hispanic or Latino,2,45-54,338.0,39,9,755000.0,78.125,6.999,0.016,1,1,1,965000,1,21.9,1,10
3,White,Hispanic or Latino,1,45-54,58.0,,1,335000.0,77.221,,,1,1,1,435000,3,63.55,6,9
3,White,Not Hispanic or Latino,1,25-34,112.0,50%-60%,1,415000.0,100.0,,,3,1,1,405000,1,21.09,1,1
3,White,Not Hispanic or Latino,2,65-74,55.0,48,1,135000.0,34.211,,,1,1,1,385000,1,39.09,2,4
3,White,Hispanic or Latino,1,55-64,68.0,>60%,3,465000.0,95.0,,,2,1,1,485000,1,22.45,1,1
3,White,Not Hispanic or Latino,2,45-54,103.0,42,3,285000.0,96.5,,,2,1,1,295000,1,29.83,1,9
3,Black or African American,Not Hispanic or Latino,2,45-54,81.0,50%-60%,9,345000.0,95.0,,,2,1,1,355000,1,20.49,1,4
3,Black or African American,Not Hispanic or Latino,2,45-54,81.0,50%-60%,9,345000.0,95.0,,,2,1,1,355000,1,20.49,1,1
3,Asian,Not Hispanic or Latino,2,45-54,115.0,>60%,2,635000.0,90.0,,,1,1,1,705000,1,27.18,2,1
3,White,Hispanic or Latino,2,45-54,92.0,50%-60%,9,335000.0,90.0,,,2,1,1,365000,1,26.6,1,3
3,White,Hispanic or Latino,2,35-44,148.0,41,2,425000.0,96.412,,,1,1,1,435000,1,26.63,1,4
3,White,Hispanic or Latino,1,35-44,74.0,48,3,355000.0,98.457,,,1,1,1,355000,1,29.72,2,4
3,Joint,Not Hispanic or Latino,2,35-44,107.0,>60%,9,355000.0,96.5,,,2,1,1,365000,1,30.71,1,1
3,White,Hispanic or Latino,1,35-44,129.0,48,9,505000.0,85.0,,,1,1,1,595000,1,33.23,1,5
3,Black or African American,Not Hispanic or Latino,2,35-44,85.0,50%-60%,2,345000.0,96.5,,,2,1,1,355000,1,30.71,1,1
3,White,Not Hispanic or Latino,1,35-44,135.0,48,1,425000.0,95.0,,,1,1,1,455000,1,16.93,2,5
3,White,Not Hispanic or Latino,1,35-44,205.0,49,3,755000.0,108.696,,,1,1,1,695000,1,13.87,1,4
3,White,Not Hispanic or Latino,1,35-44,185.0,45,2,525000.0,142.5,,,1,1,1,365000,1,86.57,1,4
3,White,Not Hispanic or Latino,1,25-34,83.0,42,1,315000.0,85.0,,,1,1,1,365000,1,34.55,2,1
3,Black or African American,Not Hispanic or Latino,1,25-34,81.0,>60%,2,315000.0,97.419,,,2,1,1,315000,1,35.04,1,4
4,White,Not Hispanic or Latino,1,<25,157.0,,9,275000.0,,,,1,1,1,,3,62.35,1,10
4,White,Hispanic or Latino,1,65-74,155.0,,9,305000.0,,,,1,1,1,,1,29.83,2,10
4,White,Not Hispanic or Latino,2,<25,116.0,,9,425000.0,,,,1,1,1,,3,50.53,2,10
4,White,Hispanic or Latino,2,25-34,174.0,,9,265000.0,,,,1,1,1,,3,63.55,1,10
4,White,Not Hispanic or Latino,1,55-64,120.0,,9,335000.0,,,,1,1,1,,1,22.75,2,10
4,White,Not Hispanic or Latino,1,55-64,120.0,,9,335000.0,,,,1,1,1,,1,22.75,2,10
4,White,Not Hispanic or Latino,1,45-54,99.0,,9,285000.0,,,,1,1,1,,1,22.45,2,10
4,White,Not Hispanic or Latino,1,45-54,370.0,,9,795000.0,,,,1,1,1,,1,31.47,1,10
4,White,Not Hispanic or Latino,1,45-54,141.0,,9,415000.0,,,,1,1,1,,1,25.57,2,10
4,Black or African American,Not Hispanic or Latino,2,35-44,159.0,,9,645000.0,,,,1,1,1,,1,25.57,1,10
4,Black or African American,Not Hispanic or Latino,2,35-44,118.0,,9,205000.0,,,,1,1,1,,3,62.35,1,10
4,White,Ethnicity Not Available,1,25-34,87.0,,9,375000.0,,,,3,1,1,,1,37.64,1,10
4,Black or African American,Not Hispanic or Latino,2,35-44,68.0,,9,275000.0,,,,2,1,1,,1,34.93,1,10
4,Black or African American,Not Hispanic or Latino,1,25-34,253.0,,9,645000.0,,,,1,1,1,,1,18.7,2,10
4,White,Not Hispanic or Latino,1,<25,116.0,,9,325000.0,,,,1,1,1,,1,29.83,2,10
5,White,Not Hispanic or Latino,1,65-74,146.0,,9,475000.0,,,,1,1,1,,1,20.01,2,10
1,Black or African American,Not Hispanic or Latino,2,55-64,89.0,40,9,285000.0,96.5,6.75,2.1652,2,1,1,295000,1,67.62,3,10
4,White,Not Hispanic or Latino,1,55-64,60.0,,9,155000.0,,,,1,1,1,,1,20.49,2,10
4,White,Not Hispanic or Latino,2,55-64,76.0,,9,185000.0,,,,1,1,1,,1,20.49,2,10
4,Black or African American,Not Hispanic or Latino,2,55-64,108.0,,9,325000.0,,,,2,1,1,,1,29.37,3,10
1,Black or African American,Not Hispanic or Latino,2,45-54,80.0,49,3,385000.0,92.0,5.75,0.0529,2,1,1,415000,1,22.45,3,10
1,Black or African American,Not Hispanic or Latino,1,35-44,221.0,45,3,705000.0,95.0,6.99,0.8114,1,1,1,745000,1,21.82,2,10
1,Black or African American,Not Hispanic or Latino,2,55-64,102.0,49,3,325000.0,96.5,5.75,-0.0056,2,1,1,325000,1,29.37,3,10
1,White,Joint,1,35-44,123.0,40,9,255000.0,95.0,6.99,0.6554,1,1,1,265000,1,24.18,2,10
1,Black or African American,Not Hispanic or Latino,1,35-44,95.0,44,1,205000.0,95.0,7.75,1.2076,2,1,1,215000,1,37.64,3,10
1,White,Not Hispanic or Latino,1,55-64,160.0,45,1,255000.0,48.924,5.375,0.4815,1,1,1,515000,1,20.49,1,10
5,White,Not Hispanic or Latino,1,>74,273.0,,9,255000.0,,,,1,1,1,,1,20.49,2,10
1,White,Not Hispanic or Latino,1,25-34,171.0,30%-<36%,2,425000.0,80.0,6.375,0.8591,1,1,1,525000,1,20.49,1,10
1,White,Not Hispanic or Latino,2,65-74,115.0,20%-<30%,2,255000.0,38.222,6.125,-0.119,1,1,1,655000,1,14.22,2,10
1,White,Not Hispanic or Latino,2,25-34,103.0,50%-60%,1,205000.0,80.0,6.125,-0.0427,1,1,1,255000,1,24.18,2,10
1,Black or African American,Not Hispanic or Latino,2,55-64,135.0,50%-60%,2,355000.0,96.5,6.75,0.8025,2,1,1,365000,1,48.78,3,10
3,White,Hispanic or Latino,1,<25,114.0,50%-60%,2,305000.0,96.139,,,2,1,1,315000,1,29.58,3,1
1,White,Not Hispanic or Latino,2,45-54,105.0,47,2,385000.0,96.5,6.75,0.525,2,1,1,395000,1,18.6,3,10
5,Black or African American,Not Hispanic or Latino,1,35-44,69.0,,9,205000.0,,,,2,1,1,,1,37.64,3,10
4,White,Hispanic or Latino,1,55-64,83.0,,9,365000.0,,,,2,1,1,,1,29.83,3,10
1,White,Hispanic or Latino,1,45-54,145.0,20%-<30%,3,325000.0,80.0,6.99,0.9387,1,1,1,405000,1,34.93,2,10
1,Joint,Joint,2,35-44,139.0,45,4,365000.0,96.5,6.625,1.443,2,1,1,375000,1,42.03,3,10
1,White,Not Hispanic or Latino,1,65-74,127.0,<20%,1,145000.0,25.0,7.25,0.204,1,1,1,565000,1,14.22,1,10
1,Asian,Not Hispanic or Latino,1,25-34,149.0,39,2,555000.0,87.402,6.0,-0.339,1,1,1,635000,1,26.05,1,10
1,White,Not Hispanic or Latino,1,35-44,102.0,47,1,395000.0,80.0,5.75,-0.672,1,1,1,485000,1,18.7,1,10
4,Asian,Not Hispanic or Latino,1,25-34,139.0,,9,215000.0,,,,1,1,1,,1,24.18,1,10
1,White,Not Hispanic or Latino,1,25-34,153.0,30%-<36%,3,495000.0,80.0,5.375,-0.549,1,1,1,625000,1,47.97,1,10
1,Black or African American,Not Hispanic or Latino,1,35-44,127.0,43,3,365000.0,95.0,7.5,1.26,1,1,1,385000,1,29.37,1,10
5,White,Not Hispanic or Latino,1,25-34,153.0,,9,495000.0,,,,1,1,1,,1,47.97,1,10
4,White,Not Hispanic or Latino,2,25-34,279.0,,9,495000.0,,,,1,1,1,,1,29.72,1,10
1,Asian,Not Hispanic or Latino,2,35-44,75.0,39,1,275000.0,94.828,5.875,0.121,1,1,1,295000,1,53.93,1,10
1,White,Not Hispanic or Latino,1,35-44,200.0,20%-<30%,1,335000.0,88.933,5.5,-0.493,1,1,1,375000,1,47.97,1,10
4,White,Joint,1,55-64,73.0,,9,385000.0,,,,2,1,1,,1,24.38,1,10
1,White,Not Hispanic or Latino,2,35-44,69.0,41,1,245000.0,38.967,5.875,-0.3,1,1,1,635000,1,16.54,1,10
4,White,Hispanic or Latino,1,25-34,70.0,,9,255000.0,,,,3,1,1,,1,21.56,2,10
3,Black or African American,Not Hispanic or Latino,2,25-34,105.0,50%-60%,2,275000.0,,,,2,1,1,275000,1,34.8,1,4
1,White,Ethnicity Not Available,1,25-34,148.0,30%-<36%,9,415000.0,95.0,6.5,0.7835,1,1,1,445000,1,30.71,2,10
1,Asian,Not Hispanic or Latino,2,25-34,100.0,42,2,405000.0,86.957,6.625,0.3477,1,1,1,465000,1,30.06,1,10
4,White,Hispanic or Latino,1,45-54,83.0,,9,365000.0,,,,1,1,1,,1,16.54,2,10
1,White,Not Hispanic or Latino,1,25-34,79.0,46,2,305000.0,95.0,6.0,0.3251,1,1,1,325000,1,42.03,2,10
1,White,Not Hispanic or Latino,2,65-74,66.0,48,2,215000.0,80.0,6.5,0.5577,1,1,1,265000,1,29.37,2,10
1,White,Not Hispanic or Latino,1,25-34,175.0,30%-<36%,3,215000.0,75.0,7.125,,1,1,1,285000,3,50.53,2,10
1,White,Ethnicity Not Available,1,25-34,128.0,39,9,335000.0,90.0,6.5,0.2385,1,1,1,375000,1,33.23,2,10
1,White,Joint,2,45-54,101.0,30%-<36%,9,325000.0,80.0,6.125,0.1558,1,1,1,415000,1,26.6,1,10
1,White,Hispanic or Latino,1,45-54,75.0,49,2,365000.0,95.0,5.625,0.0898,1,1,1,385000,1,16.54,1,10
1,Black or African American,Ethnicity Not Available,2,35-44,134.0,49,2,265000.0,95.0,6.375,0.5615,1,1,1,275000,1,35.04,2,10
1,White,Ethnicity Not Available,2,55-64,123.0,20%-<30%,3,255000.0,58.824,6.99,0.1781,1,1,1,425000,1,62.35,2,10
1,White,Not Hispanic or Latino,1,25-34,274.0,<20%,9,445000.0,80.0,6.5,0.2209,1,1,1,555000,1,47.97,2,10
4,White,Ethnicity Not Available,1,45-54,143.0,,9,485000.0,,,,1,1,1,,1,30.06,2,10
4,White,Ethnicity Not Available,2,55-64,46.0,,9,65000.0,,,,1,1,1,,1,48.78,1,10
1,White,Not Hispanic or Latino,2,35-44,73.0,44,2,285000.0,97.0,7.375,0.3176,1,1,1,295000,1,38.24,1,10
1,White,Not Hispanic or Latino,2,25-34,394.0,<20%,9,535000.0,80.0,7.875,0.5317,1,1,1,665000,1,25.57,2,10
1,White,Not Hispanic or Latino,1,25-34,93.0,46,1,335000.0,90.0,7.25,1.5642,2,1,1,365000,1,34.55,3,10
1,Black or African American,Not Hispanic or Latino,1,25-34,1836.0,<20%,1,405000.0,80.0,6.99,0.713,1,1,1,505000,1,45.01,2,10
1,Black or African American,Not Hispanic or Latino,1,45-54,135.0,37,2,355000.0,95.0,5.99,0.1661,1,1,1,375000,1,50.53,2,10
1,White,Ethnicity Not Available,2,35-44,81.0,48,9,255000.0,55.556,5.99,0.0943,1,1,1,455000,1,29.37,1,10
1,White,Hispanic or Latino,1,55-64,108.0,30%-<36%,9,405000.0,90.0,6.5,-0.1208,1,1,1,445000,1,34.8,2,10
4,White,Ethnicity Not Available,1,45-54,133.0,,9,155000.0,,,,1,1,1,,3,33.23,2,10
1,White,Hispanic or Latino,1,65-74,126.0,47,1,325000.0,80.0,6.875,0.3185,1,1,1,415000,1,34.93,1,10
4,White,Hispanic or Latino,1,25-34,70.0,,9,255000.0,,,,3,1,1,,1,21.56,2,10
1,White,Not Hispanic or Latino,2,55-64,68.0,38,1,195000.0,88.845,7.375,0.8043,1,1,1,225000,1,33.23,2,10
1,White,Ethnicity Not Available,2,25-34,111.0,42,3,275000.0,90.0,6.375,0.2311,1,1,1,305000,1,27.18,2,10
1,White,Not Hispanic or Latino,2,55-64,124.0,46,1,265000.0,60.0,6.625,0.1721,1,1,1,445000,1,20.03,2,10
1,White,Ethnicity Not Available,1,35-44,330.0,<20%,9,685000.0,95.0,6.375,-0.1178,1,1,1,725000,1,34.1,2,10
3,White,Ethnicity Not Available,2,45-54,73.0,>60%,2,315000.0,81.819,,,1,1,1,385000,1,42.03,2,3
1,White,Not Hispanic or Latino,1,<25,74.0,41,1,235000.0,80.0,7.99,0.6215,1,1,1,285000,1,29.37,2,10
1,Black or African American,Ethnicity Not Available,2,35-44,114.0,49,1,365000.0,95.0,6.375,0.4775,1,1,1,385000,1,39.09,2,10
1,White,Not Hispanic or Latino,2,45-54,93.0,50%-60%,3,335000.0,96.5,6.75,0.9795,2,1,1,345000,1,21.9,3,10
3,Black or African American,Ethnicity Not Available,1,45-54,58.0,50%-60%,3,345000.0,96.5,,,2,1,1,345000,1,29.37,3,1
1,Black or African American,Not Hispanic or Latino,2,45-54,110.0,49,3,425000.0,80.0,7.625,0.2755,1,1,1,525000,1,22.13,1,10
1,White,Ethnicity Not Available,1,25-34,93.0,43,1,405000.0,80.0,6.625,-0.3281,1,1,1,505000,1,28.84,1,10
1,Black or African American,Ethnicity Not Available,2,65-74,107.0,20%-<30%,1,205000.0,75.0,7.625,,1,1,1,275000,3,62.35,2,10
1,White,Not Hispanic or Latino,2,45-54,77.0,46,2,275000.0,84.616,6.625,0.2102,1,1,1,325000,1,21.9,2,10
4,Black or African American,Not Hispanic or Latino,2,45-54,209.0,,9,435000.0,,,,1,1,1,,1,39.09,2,10
1,White,Not Hispanic or Latino,2,45-54,88.0,49,2,285000.0,70.0,7.99,0.5189,1,1,1,415000,1,20.49,2,10
1,White,Not Hispanic or Latino,2,25-34,81.0,47,9,295000.0,90.0,7.625,0.7316,1,1,1,325000,1,34.93,1,10
4,White,Ethnicity Not Available,2,25-34,74.0,,9,245000.0,,,,1,1,1,,1,34.55,2,10
1,White,Ethnicity Not Available,1,25-34,124.0,30%-<36%,3,345000.0,94.77,6.375,-0.115,1,1,1,365000,1,21.56,2,10
3,White,Ethnicity Not Available,2,45-54,56.0,50%-60%,1,235000.0,70.0,,,1,1,1,345000,1,24.38,1,1
3,White,Not Hispanic or Latino,2,35-44,92.0,48,1,315000.0,95.0,,,1,1,1,335000,1,25.21,1,5
1,White,Not Hispanic or Latino,2,55-64,82.0,20%-<30%,3,125000.0,35.715,7.375,0.7082,1,1,1,355000,1,29.37,2,10
3,White,Ethnicity Not Available,2,25-34,96.0,30%-<36%,1,205000.0,50.0,,,1,1,1,405000,1,28.27,1,5
1,White,Not Hispanic or Latino,2,55-64,116.0,37,3,295000.0,90.0,6.99,0.4872,1,1,1,325000,1,34.93,2,10
1,Joint,Joint,2,25-34,198.0,20%-<30%,9,485000.0,94.175,7.625,1.1617,1,1,1,515000,1,34.99,2,10
1,White,Ethnicity Not Available,1,<25,135.0,36,2,355000.0,79.599,6.5,0.3705,1,1,1,445000,1,21.56,2,10
1,White,Hispanic or Latino,1,55-64,70.0,45,1,285000.0,84.0,6.75,0.1086,1,1,1,345000,1,34.8,1,10
1,White,Not Hispanic or Latino,1,25-34,140.0,39,3,345000.0,90.0,7.5,0.4051,1,1,1,385000,1,39.09,2,10
1,White,Ethnicity Not Available,1,25-34,100.0,20%-<30%,3,235000.0,94.898,6.5,0.3274,1,1,1,245000,1,46.63,2,10
1,White,Ethnicity Not Available,1,35-44,93.0,45,3,365000.0,80.0,6.625,-0.0978,1,1,1,455000,1,24.38,1,10
1,White,Hispanic or Latino,1,45-54,152.0,50%-60%,1,325000.0,75.0,9.0,,1,1,1,435000,3,63.55,5,10
4,White,Not Hispanic or Latino,2,55-64,121.0,,9,305000.0,,,,1,1,1,,1,34.1,2,10
1,White,Ethnicity Not Available,2,25-34,91.0,43,9,245000.0,92.5,7.5,0.1426,1,1,1,265000,1,34.55,1,10
1,White,Hispanic or Latino,1,35-44,116.0,49,3,345000.0,80.0,7.5,0.714,1,1,1,425000,1,34.8,2,10
1,White,Not Hispanic or Latino,2,25-34,159.0,20%-<30%,2,345000.0,82.465,7.5,1.0385,1,1,1,425000,1,22.13,2,10
4,White,Not Hispanic or Latino,1,25-34,152.0,,9,405000.0,,,,1,1,1,,1,30.71,2,10
3,White,Ethnicity Not Available,2,25-34,40.0,>60%,1,155000.0,80.0,,,1,1,1,195000,1,33.23,1,1
1,Asian,Not Hispanic or Latino,2,35-44,89.0,49,2,375000.0,100.0,7.25,0.4071,3,1,1,375000,1,30.71,2,10
1,White,Not Hispanic or Latino,1,25-34,172.0,20%-<30%,3,395000.0,88.0,7.375,0.691,1,1,1,455000,1,22.75,2,10
1,White,Hispanic or Latino,1,45-54,113.0,48,9,325000.0,94.118,6.99,0.9109,1,1,1,345000,1,34.99,1,10
1,White,Not Hispanic or Latino,1,25-34,91.0,Exempt,1111,305000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,53.93,1111,1111
1,White,Hispanic or Latino,1,35-44,101.0,38,3,385000.0,100.0,5.75,-0.3061,3,1,1,385000,1,22.45,1,10
1,White,Hispanic or Latino,1,65-74,182.0,49,1,615000.0,100.0,7.0,0.5048,3,1,1,595000,1,20.01,1,10
1,Black or African American,Not Hispanic or Latino,1,35-44,100.0,48,1,375000.0,100.0,6.875,0.7254,3,1,1,365000,1,35.04,1,10
1,White,Not Hispanic or Latino,1,25-34,214.0,20%-<30%,3,445000.0,100.0,5.125,-0.9808,3,1,1,445000,1,13.89,1,10
4,White,Not Hispanic or Latino,2,35-44,76.0,,9,285000.0,,,,1,1,1,,1,16.54,1,10
4,White,Not Hispanic or Latino,2,25-34,169.0,,9,245000.0,,,,1,1,1,,1,27.18,1,10
1,White,Not Hispanic or Latino,1,65-74,89.0,45,3,335000.0,50.0,6.125,-0.4821,1,1,1,675000,1,22.45,1,10
3,Asian,Not Hispanic or Latino,2,55-64,155.0,48,3,155000.0,75.0,,,1,1,1,,3,24.38,1,7
4,White,Not Hispanic or Latino,2,25-34,361.0,,9,715000.0,,,,1,1,1,,1,39.18,1,10
1,Black or African American,Not Hispanic or Latino,2,25-34,104.0,30%-<36%,3,255000.0,94.872,6.5,0.33,1,1,1,275000,1,35.04,1,10
1,White,Not Hispanic or Latino,1,35-44,188.0,30%-<36%,3,415000.0,62.121,6.5,0.217,1,1,1,665000,1,34.1,1,10
1,White,Not Hispanic or Latino,1,35-44,102.0,20%-<30%,3,255000.0,70.0,6.375,0.135,1,1,1,365000,1,30.71,1,10
1,Asian,Not Hispanic or Latino,2,35-44,93.0,43,3,305000.0,84.0,6.625,0.117,1,1,1,365000,1,13.3,2,10
5,White,Not Hispanic or Latino,1,55-64,102.0,,9,405000.0,,,,2,1,1,,1,27.18,6,10
6,White,Not Hispanic or Latino,1,25-34,61.0,,9,155000.0,,3.125,,1,1,1,165000,1,26.63,6,10
1,White,Not Hispanic or Latino,1,35-44,127.0,39,1,425000.0,95.0,7.375,0.416,1,1,1,455000,1,27.18,2,10
1,White,Hispanic or Latino,2,35-44,131.0,44,1,165000.0,27.5,6.625,0.008,1,1,1,605000,1,47.97,1,10
1,White,Not Hispanic or Latino,2,45-54,693.0,<20%,1,465000.0,50.0,5.375,-0.24,1,1,1,935000,1,39.18,1,10
1,White,Not Hispanic or Latino,1,25-34,262.0,<20%,1,425000.0,90.0,6.5,-0.057,1,1,1,475000,1,25.21,1,10
1,White,Not Hispanic or Latino,1,25-34,148.0,38,3,235000.0,90.0,6.125,-0.024,1,1,1,265000,1,13.39,2,10
1,White,Hispanic or Latino,2,35-44,83.0,41,1,195000.0,80.0,6.125,0.336,1,1,1,245000,1,31.76,1,10
4,White,Not Hispanic or Latino,2,25-34,340.0,,9,525000.0,,,,1,1,1,,1,26.05,2,10
1,White,Not Hispanic or Latino,1,25-34,99.0,37,3,335000.0,93.056,6.375,0.547,1,1,1,365000,1,13.39,2,10
1,White,Not Hispanic or Latino,1,25-34,98.0,43,3,305000.0,80.0,6.625,0.375,1,1,1,375000,1,38.24,1,10
1,White,Not Hispanic or Latino,2,25-34,313.0,20%-<30%,1,155000.0,90.0,6.125,-0.225,1,1,1,175000,1,86.57,1,10
1,White,Not Hispanic or Latino,2,55-64,62.0,45,1,135000.0,29.213,7.5,-0.127,1,1,1,445000,1,28.27,2,10
1,White,Not Hispanic or Latino,1,25-34,221.0,30%-<36%,2,535000.0,90.0,6.625,0.065,1,1,1,595000,1,20.01,1,10
1,White,Not Hispanic or Latino,1,55-64,52.0,48,3,195000.0,47.709,6.125,-0.193,1,1,1,415000,1,29.83,2,10
1,White,Not Hispanic or Latino,2,45-54,245.0,42,3,595000.0,80.0,6.5,-0.356,1,1,1,745000,1,20.03,2,10
1,White,Not Hispanic or Latino,1,35-44,234.0,45,2,675000.0,88.627,6.0,-0.089,1,1,1,765000,1,29.72,1,10
1,White,Not Hispanic or Latino,1,65-74,82.0,47,1,305000.0,50.0,6.0,-0.413,1,1,1,605000,1,28.84,1,10
1,White,Hispanic or Latino,2,>74,136.0,49,2,115000.0,90.0,6.875,0.498,1,1,1,135000,1,34.8,1,10
1,Joint,Not Hispanic or Latino,1,45-54,223.0,20%-<30%,3,365000.0,80.225,5.75,-0.588,3,1,1,445000,1,24.38,1,10
1,Black or African American,Not Hispanic or Latino,2,35-44,121.0,40,3,335000.0,95.0,6.625,0.61,1,1,1,355000,1,13.39,2,10
1,White,Not Hispanic or Latino,2,45-54,227.0,20%-<30%,1,305000.0,92.424,7.125,0.68,1,1,1,335000,1,22.45,1,10
1,White,Not Hispanic or Latino,2,<25,206.0,41,3,415000.0,95.0,7.875,1.039,1,1,1,355000,1,22.13,1,10
1,Black or African American,Not Hispanic or Latino,2,45-54,110.0,49,1,415000.0,85.0,6.0,0.194,1,1,1,495000,1,21.82,1,10
1,White,Not Hispanic or Latino,1,25-34,124.0,30%-<36%,1,345000.0,89.5,6.25,-0.243,1,1,1,395000,1,29.83,1,10
1,White,Hispanic or Latino,2,45-54,107.0,42,1,265000.0,72.222,7.25,0.9,1,1,1,365000,1,21.82,1,10
1,White,Hispanic or Latino,1,35-44,105.0,30%-<36%,1,365000.0,92.564,6.625,-0.327,1,1,1,395000,1,28.27,1,10
1,Black or African American,Not Hispanic or Latino,1,35-44,115.0,36,3,265000.0,75.0,7.625,,1,1,1,355000,3,86.57,1,10
4,White,Not Hispanic or Latino,1,35-44,193.0,,9,685000.0,,,,1,1,1,,1,50.53,2,10
1,White,Not Hispanic or Latino,2,25-34,189.0,43,1,515000.0,95.0,7.0,0.784,1,1,1,545000,1,24.38,1,10
1,White,Not Hispanic or Latino,1,55-64,117.0,50%-60%,2,365000.0,90.0,6.625,0.573,2,1,1,405000,1,29.83,3,10
1,White,Not Hispanic or Latino,1,25-34,89.0,41,2,355000.0,90.0,6.0,-0.259,1,1,1,395000,1,16.54,1,10
1,White,Not Hispanic or Latino,2,35-44,170.0,40,2,545000.0,85.0,6.5,0.082,1,1,1,645000,1,26.05,1,10
1,White,Not Hispanic or Latino,2,>74,73.0,30%-<36%,3,215000.0,60.0,6.625,,1,1,1,365000,3,34.1,2,10
1,Joint,Not Hispanic or Latino,2,25-34,111.0,30%-<36%,1,285000.0,85.075,6.5,0.623,1,1,1,335000,1,24.38,1,10
1,White,Not Hispanic or Latino,2,35-44,300.0,<20%,2,145000.0,80.0,6.25,-0.2,1,1,1,185000,1,25.14,1,10
1,White,Not Hispanic or Latino,2,25-34,301.0,30%-<36%,2,375000.0,90.0,6.75,1.012,1,1,1,415000,1,22.45,1,10
1,White,Not Hispanic or Latino,1,25-34,148.0,20%-<30%,2,345000.0,96.5,6.625,0.605,2,1,1,355000,1,37.64,3,10
1,White,Not Hispanic or Latino,2,35-44,195.0,38,2,245000.0,80.0,5.625,-0.462,1,1,1,315000,1,13.89,2,10
2,White,Not Hispanic or Latino,2,45-54,236.0,46,3,595000.0,80.0,6.0,-0.102,1,1,1,745000,1,13.87,1,10
1,White,Not Hispanic or Latino,1,35-44,229.0,30%-<36%,3,305000.0,69.767,5.625,0.098,1,1,1,435000,1,30.71,1,10
1,White,Not Hispanic or Latino,2,55-64,124.0,50%-60%,1,315000.0,96.292,6.625,1.177,2,1,1,325000,1,46.63,3,10
1,Joint,Not Hispanic or Latino,1,35-44,148.0,44,1,575000.0,90.0,6.375,0.858,1,1,1,635000,1,39.18,2,10
1,White,Not Hispanic or Latino,1,25-34,127.0,30%-<36%,1,315000.0,90.0,6.75,0.584,1,1,1,355000,1,29.37,2,10
1,White,Not Hispanic or Latino,1,35-44,126.0,42,1,445000.0,80.0,6.125,-0.015,1,1,1,555000,1,13.87,1,10
1,White,Not Hispanic or Latino,2,35-44,325.0,40,3,505000.0,70.423,6.625,0.074,1,1,1,715000,1,34.93,2,10
4,White,Joint,2,35-44,222.0,,9,385000.0,,,,1,1,1,,1,30.06,1,10
1,White,Not Hispanic or Latino,1,35-44,90.0,43,2,335000.0,80.0,5.625,-0.292,1,1,1,415000,1,29.72,1,10
1,Black or African American,Not Hispanic or Latino,2,35-44,121.0,30%-<36%,2,435000.0,80.0,6.625,0.232,1,1,1,545000,1,29.72,1,10
1,White,Not Hispanic or Latino,1,45-54,279.0,<20%,2,315000.0,90.0,6.875,0.312,1,1,1,355000,1,42.03,1,10
1,White,Not Hispanic or Latino,1,45-54,225.0,<20%,2,375000.0,80.0,6.5,0.472,1,1,1,465000,1,20.49,2,10
